id,vocabulary_id,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on
673,tNVFoPbxr,ragheads,"An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.",,TRUE,,,eng,raghead,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1625,91,4,11/1/2018 20:36,11/1/2018 20:36
675,XdbsKZvHm,quadroons,"A person who is 1/4 Black. Coined during the Civil War, referring to how White you had to be in order to serve in the army.",,TRUE,,75,eng,quadroon,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,851,76,7,11/1/2018 20:36,11/1/2018 20:36
679,kiqy2nqWV,proddy dogs,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",,TRUE,,,eng,proddy dog,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,43,4,0,11/1/2018 20:36,11/1/2018 20:36
680,TGmkoWJUG,proddywhoddies,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",,TRUE,,,eng,proddywhoddy,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 20:36,11/1/2018 20:36
681,M4dXFdwgo,proddywoddies,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",,TRUE,,75,eng,proddywoddy,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,11/1/2018 20:36,11/1/2018 20:36
684,RCXciZTPB,prairie niggers,A Native American.,,TRUE,,100,eng,prairie nigger,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,0,11/1/2018 20:36,11/1/2018 20:36
688,orsPoFXVf,porch monkeys,A black person referring to perceived common behavior of groups hanging out on front porches or steps of urban apartment complexes in US cities.,,TRUE,,100,eng,porch monkey,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1774,213,28,11/1/2018 20:36,11/1/2018 20:36
690,FFwomYhqT,polacks,"A Pole or a person of Polish or Slavic origin, from the Polish endonym, Polak (see Name of Poland).",,TRUE,,,eng,polack,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,736,95,10,11/1/2018 20:36,11/1/2018 20:36
692,VTFeLZT u,pommie grants,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",,TRUE,,,eng,pommie grant,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 20:36,11/1/2018 20:36
696,j44sj7jka,pineapple niggers,A person of Hawaiian descent.,,TRUE,,100,eng,pineapple nigger,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 20:36,11/1/2018 20:36
699,2psUtmiZx,plastic paddies,A non-Irish person who claims to be Irish.,,TRUE,,,eng,plastic paddy,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,920,95,7,11/1/2018 20:36,11/1/2018 20:36
702,ZV2LkUXHj,pickaninnys,Black children.,,TRUE,,,eng,pickaninny,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,59,0,0,11/1/2018 20:36,11/1/2018 20:36
705,K2CcWYV4H,papists,"A Roman Catholic person, usually Irish Catholic.",,TRUE,,89,eng,papist,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1461,142,13,11/1/2018 20:36,11/1/2018 20:36
707,nNepsTRQF,pavement apes,A black person,,TRUE,,,eng,pavement ape,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,325,13,0,11/1/2018 20:36,11/1/2018 20:36
710,kFjZGTzof,pancake faces,An Asian person.,,TRUE,,,eng,pancake face,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,128,42,0,11/1/2018 20:36,11/1/2018 20:36
715,fotXhCrbw,oven dodgers,"A Jew, alluding to one who escaped cremation during Holocaust.",,TRUE,,,eng,oven dodger,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,208,26,2,11/1/2018 20:36,11/1/2018 20:36
717,z7PiZpfno,Pakiland,Pakistan,,TRUE,,93,eng,,paki,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,866,70,3,11/1/2018 20:36,11/1/2018 20:36
721,iqAaXvQM3,octaroons,A person who is 1/8th Black. Originated by the Spanish in the 14th/15th century as they were very exact in their racial classifications to determine a person's worth in society.,,TRUE,,,eng,octaroon,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,356,27,2,11/1/2018 20:36,11/1/2018 20:36
722,xbyFKfunr,octroons,A person who is 1/8th Black. Originated by the Spanish in the 14th/15th century as they were very exact in their racial classifications to determine a person's worth in society.,,TRUE,,,eng,octroon,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,1,0,11/1/2018 20:36,11/1/2018 20:36
723,QEdfrhBDA,ofays,"A white person, from Pig Latin for 'foe.'",,TRUE,,,eng,ofay,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,732,72,4,11/1/2018 20:36,11/1/2018 20:36
731,oKdMBCPHH,niglette,Diminuitive of 'nigger',,TRUE,,87,eng,,niglet,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,131,9,1,11/1/2018 20:36,11/1/2018 20:36
733,oqBjEt7gp,nigguhs,A black person.,,TRUE,,100,eng,nigguh,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2855,231,28,11/1/2018 20:36,11/1/2018 20:36
734,qMJsktvAb,niggurs,A black person.,,TRUE,,,eng,niggur,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2529,199,15,11/1/2018 20:36,11/1/2018 20:36
735,hUzTGNQgZ,niglets,A black child.,,TRUE,,100,eng,niglet,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3269,284,28,11/1/2018 20:36,11/1/2018 20:36
736,6iKGNeM4y,niggerization,An increase in African-American / African influence,,TRUE,,98,eng,,niggerize,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,76,3,0,11/1/2018 20:36,11/1/2018 20:36
737,zKndadqiP,nigglets,A black child.,,TRUE,,,eng,nigglet,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2950,261,24,11/1/2018 20:36,11/1/2018 20:36
738,fzMvKVawe,niggors,A black person.,,TRUE,,,eng,niggor,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,138,10,0,11/1/2018 20:36,11/1/2018 20:36
739,CCFEEWhwY,niggars,A black person.,,TRUE,,,eng,niggar,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2257,183,34,11/1/2018 20:36,11/1/2018 20:36
740,eccBs8hUq,niggerettes,Female diminuitive of 'nigger',,TRUE,,,eng,niggerette,nigger,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,227,2,0,11/1/2018 20:36,11/1/2018 20:36
743,bitygpivh,nigettes,A black person.,,TRUE,,,eng,nigette,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,220,15,1,11/1/2018 20:36,11/1/2018 20:36
748,tLDMMCQyK,nig nogs,A black person.,,TRUE,,,eng,nig nog,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2955,266,46,11/1/2018 20:36,11/1/2018 20:36
756,qfWaLeczw,muzzies,A Muslim.,,TRUE,,,eng,muzzie,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1915,242,40,11/1/2018 20:36,11/1/2018 20:36
757,wTsmc3wkk,muzzpigs,Derogatory portmanteau of Muslim and 'pig',,TRUE,,48,eng,muzzpig,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 20:36,11/1/2018 20:36
758,UqToGpnbQ,muzzrats,Derogatory portmanteau of Muslim and 'rat',,TRUE,,,eng,muzzrat,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,205,11,2,11/1/2018 20:36,11/1/2018 20:36
768,tjU8YNGoD,mud persons,White supremacist term for a black person.,,TRUE,,,eng,mud person,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 20:36,11/1/2018 20:36
769,orfvk2qLw,mud sharks,A Caucasian woman who dates a black man.,,TRUE,,,eng,mud shark,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,427,29,3,11/1/2018 20:36,11/1/2018 20:36
774,nRZyFbpbH,mossheads,A black person.,,TRUE,,,eng,mosshead,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,35,3,0,11/1/2018 20:36,11/1/2018 20:36
778,gvisfuzqy,moon crickets,A black person,,TRUE,,100,eng,moon cricket,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,870,94,20,11/1/2018 20:36,11/1/2018 20:36
782,LgGsuRvLj,mongs,"A disabled person, from 'mongoloid'.",,TRUE,,,eng,mong,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2170,212,29,11/1/2018 20:36,11/1/2018 20:36
807,RgKpesbKk,kykes,"An Ashkenazi Jew. From kikel, Yiddish for 'circle'. Illiterate immigrant Jews signed legal documents with an 'O' (similar to an 'X').",,TRUE,,,eng,kyke,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,141,21,0,11/1/2018 20:35,11/1/2018 20:35
808,xWZARKnen,latrinos,"In the USA a person of Latino descent, from 'latrine'. Extremely offensive.",,TRUE,,,eng,latrino,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60,2,0,11/1/2018 20:35,11/1/2018 20:35
810,MGzMRK4ZY,kikes,"An Ashkenazi Jew. From kikel, Yiddish for 'circle'. Illiterate immigrant Jews signed legal documents with an 'O' (similar to an 'X').",,TRUE,,,eng,kike,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1178,142,21,11/1/2018 20:35,11/1/2018 20:35
812,njJBwuZkv,kneegroes,Alternative form of 'negro',,TRUE,,,eng,kneegrow,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,858,60,8,11/1/2018 20:35,11/1/2018 20:35
815,4igsctQFa,jijjiboos,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,TRUE,,75,eng,jijjiboo,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 20:35,11/1/2018 20:35
819,LKvcfomLf,jungle bunnys,A black person.,,TRUE,,,eng,jungle bunny,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,18,1,0,11/1/2018 20:35,11/1/2018 20:35
822,otFbUJH8q,jiggaboos,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,TRUE,,100,eng,jiggaboo,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2193,206,28,11/1/2018 20:35,11/1/2018 20:35
823,3peywqgnR,jiggabos,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,TRUE,,,eng,jiggabo,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,0,0,11/1/2018 20:35,11/1/2018 20:35
824,xQEQNYtap,jigaboos,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,TRUE,,100,eng,jigaboo,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1145,98,24,11/1/2018 20:35,11/1/2018 20:35
825,pp7uBGNmc,jigaroonis,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,TRUE,,,eng,jigarooni,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 20:35,11/1/2018 20:35
826,RquVipLtB,jewbagg,Intentional misspelling of 'jewbag',,TRUE,,98,eng,,jewbag,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 20:35,11/1/2018 20:35
828,EMPPYNEHP,Japs,"[1] A Japanese soldier or national, or anyone of Japanese descent. [2] Acronym for 'Jewish-American Princess.'",,TRUE,,25,eng,Jap,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,567,65,9,11/1/2018 20:35,11/1/2018 20:35
830,yhxcimfx4,jew-fucked,One who has sexual relations with Jews,,TRUE,,99,eng,,jew-fucker,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 20:35,11/1/2018 20:35
833,oWdJfbn7c,Japland,Japan,,TRUE,,86,eng,,Jap,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,126,8,2,11/1/2018 20:35,11/1/2018 20:35
834,oTzVeiski,island niggers,A Polynesian.,,TRUE,,,eng,island nigger,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,14,1,0,11/1/2018 20:35,11/1/2018 20:35
836,ndZAAaibs,injuns,"A Native American, from 'Indian'.",,TRUE,,,eng,injun,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1420,133,13,11/1/2018 20:34,11/1/2018 20:34
837,xtVGK4Azt,ice monkeys,A Finn.,,TRUE,,,eng,ice monkey,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,152,28,0,11/1/2018 20:34,11/1/2018 20:34
838,iurmwna23,ice niggers,A black Canadian.,,TRUE,,,eng,ice nigger,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,0,11/1/2018 20:34,11/1/2018 20:34
847,NwpscyGwe,house niggers,"As with Uncle Tom, a reference to a black person who is subservient to whites.",,TRUE,,,eng,house nigger,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,718,66,16,11/1/2018 20:34,11/1/2018 20:34
854,kThyFgTcR,honkeye,Alternative spelling of 'honky',,TRUE,,72,eng,,honky,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,0,11/1/2018 20:34,11/1/2018 20:34
855,YCFgddEWV,honkies,"A white person. Derived from an African-American pronunciation of 'hunky', the disparaging term for a Hungarian laborer. The first record of its use as an insulting term for a white person dates from the 1950s.",,TRUE,,,eng,honkie,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2179,216,32,11/1/2018 20:34,11/1/2018 20:34
856,YumFKhFtp,honklets,The diminuitive of 'honky',,TRUE,,,eng,honklet,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,18,0,0,11/1/2018 20:34,11/1/2018 20:34
858,XgPBKeADX,higgers,A Hindu person with preceived black mannerisms.,,TRUE,,50,eng,higger,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,656,35,2,11/1/2018 20:34,11/1/2018 20:34
860,crzuyYivM,hebros,"A black Jew, from the combination of Hebrew and 'bro'.",,TRUE,,100,eng,hebro,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,55,6,0,11/1/2018 20:34,11/1/2018 20:34
861,buLWvnacu,heebs,"A Jewish person, derived from the word 'Hebrew'.",,TRUE,,75,eng,heeb,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,629,47,5,11/1/2018 20:34,11/1/2018 20:34
862,mMHLjyXgi,heinies,A person of German descent.,,TRUE,,75,eng,heinie,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1136,71,1,11/1/2018 20:34,11/1/2018 20:34
864,UaMJJWLTB,halfricans,Denotes a person that is half African.,,TRUE,,100,eng,halfrican,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,122,9,1,11/1/2018 20:34,11/1/2018 20:34
865,2DfRGnbHP,gypos,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,TRUE,,,eng,gypo,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2207,183,29,11/1/2018 20:34,11/1/2018 20:34
866,ToQGANTDK,gyppies,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,TRUE,,,eng,gyppie,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,0,11/1/2018 20:34,11/1/2018 20:34
867,gqdnoyLAN,gyppos,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,TRUE,,,eng,gyppo,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,424,37,7,11/1/2018 20:34,11/1/2018 20:34
877,gCYTLHAKX,groids,A black person. Derived from 'negroid'.,,TRUE,,,eng,groid,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,754,58,2,11/1/2018 20:34,11/1/2018 20:34
880,QNHQoZdHD,golliwogs,"Originally a children's literary character and type of black doll, but eventually came to be used as a slur against people with dark skin, most commonly Afro-Caribbeans.",,TRUE,,,eng,golliwog,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,711,68,8,11/1/2018 20:34,11/1/2018 20:34
882,PmbhWRHzs,gook eyes,"An Asian, especially an enemy soldier of Asian descent. Its use as an ethnic slur has been traced to US Marines serving in the Philippines in the early 20th century. The earliest recorded example is dated 1920. It gained widespread notice as a result of the Korean and Vietnam wars.",,TRUE,,,eng,gook eye,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,22,1,0,11/1/2018 20:34,11/1/2018 20:34
885,ugMJzQipY,gippos,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,TRUE,,,eng,gippo,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,196,11,3,11/1/2018 20:34,11/1/2018 20:34
886,ZZfMWT6wn,gipps,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,TRUE,,,eng,gipp,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,94,20,4,11/1/2018 20:34,11/1/2018 20:34
890,JQZ7GcAEW,gin jockeys,"In Australia, a white person having casual sex with an Aboriginal woman. Pejorative.",,TRUE,,,eng,gin jockey,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,11/1/2018 20:34,11/1/2018 20:34
895,mcDQpJtgu,ghetto hamsters,A black child.,,TRUE,,,eng,ghetto hamster,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,0,11/1/2018 20:34,11/1/2018 20:34
905,jcXUgWTAC,fudgepackers,A homosexual who engages in anal sex,,TRUE,,75,eng,fudgepacker,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,456,65,0,11/1/2018 20:34,11/1/2018 20:34
907,fVRHYCbiW,fog niggers,A black person of British nationality.,,TRUE,,,eng,fog nigger,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 20:34,11/1/2018 20:34
910,BtriLbsvp,flipabeanos,A person of Filipino and Mexican descent,,TRUE,,50,eng,flipabeano,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,11/1/2018 20:34,11/1/2018 20:34
915,zXBFzymma,fagbags,A homosexual male,,TRUE,,,eng,fagbag,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,108,10,0,11/1/2018 20:34,11/1/2018 20:34
916,GUPEp7JYD,faggots,A homosexual.,,TRUE,,92,eng,faggot,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1665,176,16,11/1/2018 20:34,11/1/2018 20:34
917,q3EmqifRk,faggy,One expressing homosexually tendencies,,TRUE,,98,eng,,fag,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1426,69,11,11/1/2018 20:34,11/1/2018 20:34
924,BEUT4DVDF,dune coons,A person of Arab descent.,,TRUE,,,eng,dune coon,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,146,5,0,11/1/2018 20:34,11/1/2018 20:34
925,NoQk9XdTB,dune niggers,A person of Arab descent.,,TRUE,,100,eng,dune nigger,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,11/1/2018 20:34,11/1/2018 20:34
931,MGdgzpW4g,diaper heads,"An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.",,TRUE,,,eng,diaper head,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,238,19,1,11/1/2018 20:34,11/1/2018 20:34
934,uRaeEbRfW,dingo fuckers,An Australian,,TRUE,,,eng,dingo fucker,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,0,11/1/2018 20:34,11/1/2018 20:34
937,MmBhnWLKJ,darkies,"A black person. The term may cause offense. though Randall Kennedy's Nigger: The Strange Career of a Troublesome Word notes that some judges have considered 'darky' a 'term of endearment.' In South Africa, it can be considered offensive (depending on the context), but is commonly used among black people to refer to other black people in a non-derogatory way.",,TRUE,,81,eng,darkie,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1276,80,6,11/1/2018 20:34,11/1/2018 20:34
939,ehhnoRzTF,curry munchers,A person of East Indian origin.,,TRUE,,50,eng,curry muncher,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1895,230,22,11/1/2018 20:34,11/1/2018 20:34
940,zrhZMZafE,curry slurpers,A person of East Indian origin.,,TRUE,,,eng,curry slurper,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 20:34,11/1/2018 20:34
941,DLPonpCJ4,curry stinkers,A person of East Indian origin.,,TRUE,,88,eng,curry stinker,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,0,11/1/2018 20:34,11/1/2018 20:34
947,bcaW2VQdy,cowboy killers,A Native American.,,TRUE,,,eng,cowboy killer,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1299,95,13,11/1/2018 20:34,11/1/2018 20:34
949,YamaZMMop,Congoids,Some concatenation of Congo and mongoloid,,TRUE,,,eng,Congoid,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,221,29,5,11/1/2018 20:34,11/1/2018 20:34
951,BtwLPDjMf,coonadians,A Canadian of African descent; sometimes applied to aboriginals,,TRUE,,,eng,coonadian,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,0,11/1/2018 20:34,11/1/2018 20:34
958,trfXetFpQ,closetfags,A person accused of being an homosexual,,TRUE,,,eng,closetfag,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,0,0,11/1/2018 20:34,11/1/2018 20:34
963,GsGjT2HZX,closet fags,A person accused of being an homosexual,,TRUE,,,eng,closet fag,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,158,18,3,11/1/2018 20:34,11/1/2018 20:34
965,apriiip9s,Christ killers,"A Jew, an allusion to Jewish deicide. On occasion it can also be used as an anti-Italian slur on the basis the Romans, as ancestors of the present-day Italians, executed Jesus.",,TRUE,,,eng,Christ killer,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,364,23,2,11/1/2018 20:33,11/1/2018 20:33
969,cHjLREGBN,cholo chasers,A person who engages in relationships with hispanic individuals,,TRUE,,,eng,cholo chaser,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 20:33,11/1/2018 20:33
970,gVHZD7Di ,cholo chasing,A person who engages in relationships with Hispanic individuals,,TRUE,,90,eng,,cholo chaser,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 20:33,11/1/2018 20:33
971,nay7NBvtA,Chinamen,"Found offensive, although it is a translation of the Chinese. It was used in the gold rush and railway-construction eras in western North America, when discrimination against Chinese was common.",,TRUE,,,eng,Chinaman,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1305,94,10,11/1/2018 20:33,11/1/2018 20:33
972, 4cbPcsFY,Chinese wetbacks,"A Filipino, particularly having a Mexican and Chinese heritage.",,TRUE,,,eng,Chinese wetback,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,11/1/2018 20:33,11/1/2018 20:33
973,gUtCt4dyz,ching chongs,"A person of perceived Chinese or East Asian descent. An offensive term that has raised considerable controversy, for example when used by comedian Rosie O'Donnell.",,TRUE,,75,eng,ching chong,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1495,105,13,11/1/2018 20:33,11/1/2018 20:33
975,fMPZNgUoB,chink a billies,A rural person of Chinese descent.,,TRUE,,,eng,chink a billy,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,11/1/2018 20:33,11/1/2018 20:33
979,YgBANPYBP,chili shitters,A person of Hispanic descent.,,TRUE,,,eng,chili shitter,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,11/1/2018 20:33,11/1/2018 20:33
986,pVDyHLJRL,Caublasians,"A person of mixed Caucasian, African and Asian heritage",,TRUE,,,eng,Caublasian,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,0,11/1/2018 20:33,11/1/2018 20:33
987,CEvRcrKqd,cave niggers,A person of Middle Eastern descent,,TRUE,,93,eng,cave nigger,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0,0,11/1/2018 20:33,11/1/2018 20:33
988,qEbMYNEZb,camel jockeys,Person of Middle Eastern descent.,,TRUE,,50,eng,camel jockey,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1051,108,25,11/1/2018 20:33,11/1/2018 20:33
990,RrxusHKmt,carpet pilots,"A person of Arabic descent, from Aladdin and his magic carpet.",,TRUE,,,eng,carpet pilot,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,22,1,0,11/1/2018 20:33,11/1/2018 20:33
